player,LIV_Player,year_month,year,answer_length,PGA,LIV,relevant,question,reply_sentence,LIV_CHANGE
phil mickelson,1,2023-10,2023,74,1,1,1,what was your reaction when you found out,i think that the majors need to protect their product and there's probably other ways that they can do that by creating slots if they want to make sure they have the best fields in golf they could create vehicles for players on liv to play in majors where they don't have to use the owgr which would undermine the tv contract and revenue of the pga tour if they gave points to liv,0
phil mickelson,1,2023-10,2023,137,1,0,1,is that a shame as a captain don't you think you should,i wasn't intentionally playing slow i know that in the ' pga final round brooks felt the same way but really all i was trying to do was get a visualization of the shot and get in kind of like my own little bubble and world maybe i was playing slow maybe i wasn't it wasn't my intent my intent was to get into a calm state and have good visualization and play my best golf and unfortunately i lost on the last hole to cam but look i'm going to be trying to do the same thing tomorrow i'm not trying to play slow i'm always saying look go ahead go ahead and hit like i'm not trying to throw you out of your rhythm but i don't want to be taken out of mine either,0
brooks koepka,1,2023-10,2023,75,0,1,1,my question is for phil we saw your reaction last week to the owgr ruling and i just wanted to follow on that to you they did open the door or leave open the possibility that liv could resubmit its bid or its application how do you feel about that do you feel that liv should reapply do you think that they should make the changes that they are sort of hinting at to try to comply whenever that might be,no he's not seen me on a course yet yeah he'll be him and jena are going to come down later in the week i don't think he's going to come to the course but it would be nice to finally i guess get done playing or get done practicing whatever it might be and get to go home and go spend time with him new experience for me so i'm looking forward to it,0
brooks koepka,1,2023-10,2023,57,0,1,1,are following up on what you said earlier you said liv needs to continue to evolve how would you like to see liv evolve now that you've seen it for one full season now,yeah listen i watched chase work over the last year and a half spent more time around him it's been fun for me to see him evolve grow as a person grow as a man i'd take him back in a heartbeat you know he's just got to go out and do play good simple as that,0
phil mickelson,1,2023-10,2023,159,1,0,1,you got cam last year and brooks this year two of the best players out here not the easiest draws you've had for match play cam said last year you had a little gamesmanship in your match and said you designed of took forever out there are you planning on using that again this year against brooks to try and slow him about a little bit,i think he's an incredible talent our team is very invested in his success and we want him to succeed we've enjoyed our time together so he's a great addition to the team and we're going to miss him if he's not on the team because of the many intangibles he brings but the reality is i've been fielding calls as we all have from players that are free agents to pga tour players to dp world tour players that want to come over you know the spot's probably going to be filled by the time the qualifying tournament is here so if i'm just being truthful that's a very real possibility and even if it is filled there's always the possibility of a trade to get him back there's ways this could work out but i think there's a good chance based on the number of calls that we've had that the spot will be filled fairly soon,0
phil mickelson,1,2023-10,2023,104,0,1,1,similar to what phil answered what is your stance on the situation with the world golf ranking points and the future with liv in those points,do i think that no i know that's going to happen when players look at liv they are wanting to be a part of it everybody here is happy and enjoying what we are doing and enjoying the team aspect of it and enjoying each other and the camaraderie and enjoying playing golf globally and all the benefits that come with playing this tour so there's a lot of players that see that and want to be a part of it the question is you know how many spots are available there's a lot more players that want to come than there are spots,0
phil mickelson,1,2023-10,2023,34,0,1,1,my question is for cam brooks phil and kevin na all four of you have teammates that are in the relegation spot there's going to be a promotion event that happens in a few weeks where they have one last chance to get in the top three to earn their spot back to liv golf next year if one of your guys is in one of three spots are you taking them back on your team cam phil kevin and brooks what do you think,there's a lot of players that could be signed not even through the qualifying you know there's spots on teams that are open that players want to come over and be a part of,0
phil mickelson,1,2023-08,2023,86,1,0,1,six major championships pga tour wins will you still be nervous tomorrow,i'm sure i'm sure there's an element i haven't won since the pga in ' so it's been a couple years and i would love getting back into that feeling of having a chance to win and having each shot bring that pressure about sure i'll feel it that's why we still want to play or i still want to play because i love that challenge of trying to compete and trying to do that and i still get nervous every time i have a chance,0
phil mickelson,1,2023-08,2023,94,0,1,1,this is obviously the best position you've been in at a liv event what kind of thoughts or emotions are going through your mind right now,it's a lot of fun i've been working hard and i have not had results and i'm finally scoring a little bit better and it's fun to have a chance tomorrow it's fun for our team to have a chance i mean this is why i've been working hard is to try to get these opportunities to be in contention on sunday and try to close it out try to get our team up on the podium myself up on the podium it's really fun and exciting it's been a fun first couple days,0
phil mickelson,1,2023-08,2023,63,0,1,1,obviously you've been defying age for the last few years what would it mean to win a liv event at,yeah it would mean a lot to me to win one of these events i am really trying hard that's a strong goal of mine i'm working really hard to do it this is a great stepping stone for me to build on and to have that opportunity tomorrow and we'll see how it goes tomorrow this has been a lot of fun,0
phil mickelson,1,2023-08,2023,77,1,1,1,phil we spent a lot of time today talking about the kids and their superpowers can you tell us a little bit about that,yeah it was awesome for the tournament for him for liv for everyone involved because that's a tour caliber golf course and he shot a and a on that course is just incredible but to see him play well is also just great for the game of golf whether it's for liv pga tour seeing him be at his best he's an exciting charismatic figure in the game and having him play well is good for everyone,0
phil mickelson,1,2023-08,2023,166,0,1,1,phil want to get your quick thoughts on mr on bryson dechambeau and his incredible not only round but two rounds over the weekend and get your thoughts on it,he's our silent assassin he doesn't say much he just delivers he birdied the last three holes to put a nice exclamation point but we had a good time and i thought that was a really cool thing that we were able to do we wouldn't be able to do that outside of liv and to bring fans into a more personal experience of a practice round kind of gamesmanship a fun little match things like that i thought was really cool bryson is ahead of the game bryson is on top of that that was his team they put that thing together they shot the video they edited it and he has a great grasp of how to bring the game to a lot of people and bring parts of the game that aren't normally seen and i thought that was kind of like a behind the scenes match that isn't normally seen and i'm appreciative that we're able to do that here on liv,0
phil mickelson,1,2023-08,2023,185,1,1,1,phil you guys played the match on wednesday so you were basically the inspiration for,so it's one of my favorite things about playing professional golf and being in the position that we're in which is to have an impact or to provide a special moment for others like these young adaptive golfers just giving them some time and a moment that they might remember we're in a position to do that that not everybody is it's fun for us to do that it could be just little giving a golf ball to someone or it could be helping them through their game or being a good friend to them but david finn back in when i won baltusrol was out there and supportive and i could tell he was a huge golf fan we hit it off and became close and i had him on the green celebrating the victory with the trophy he is golf's biggest fan he knows more about the pros he has relationships with so many pga tour and liv tour pros that he's golf's biggest fan and he's so knowledgeable about everybody that he's become a very special part of the game of golf,0
phil mickelson,1,2023-08,2023,203,0,1,1,going back to bryson he's obviously played well not just this past week but he's been playing well in the majors when you look at the ryder cup coming up he's obviously not going to have a chance to be in that top i'm curious what your opinion is as somebody who's been such a huge part of the ryder cup obviously brooks is going to be there can you imagine the ryder cup without bryson the way he's playing right now,that's a tough question to answer because there's some players here on liv that have played some golf that i would argue is some of the best in the world bryson his last week is one of the best performances in the game i think talor gooch is one of the best performances of the year and brooks is one of the toughest competitors and then you always want to throw dj or patrick reed in there because of their consistency they've aces to a number of victories you've got four or five guys here that you can make an argument are some of the best american players for sure but you also have as we know a team dynamic is very important and as we've created a dynamic here of support where we're helping each other be our best you want to have that same dynamic for the ryder cup to bring out the best in each other it's also understandable if that's not the case if as a captain you decide to go with a team that brings about a certain chemistry but if you're looking just straight for the best players there's four or five guys here that warrant that,0
phil mickelson,1,2023-08,2023,64,0,1,1,do you have a level of curiosity and what is your level of curiosity to see how it is going to unfold and see how many liv guys zach does bring over if anybody beyond brooks,so i've kind of detached from that a little bit i've accepted the fact that i've had or years of great ryder cup experiences as a player one as a vice captain i've enjoyed my time but i've detached and kind of let it go and let others take others as players as captains and kind of let myself be a fan watching now,0
phil mickelson,1,2023-08,2023,225,1,1,1,next year i'm hearing some things that the schedule might be slightly more international if that is the case would you welcome that that liv becomes more of a world tour than it was the past two seasons,yeah i think that's going to be an obvious fit because liv has really taken over international golf and the u s has always been taken over by the pga tour but there are two things well there are things about liv that the pga tour don't have and one of them is control over a player's schedule which we have all given up in a sense because we've been justly compensated and the ability to move highest level professional golf throughout the world is going to be a very positive thing there's been increased demand every day so there are multiple countries that are wanting us to come play they like knowing what they're getting they like to know who's going to be coming it makes it easier for them to sell to the sponsors and to the fans as we continue to go global i feel like we're doing a good thing for the game of golf by bringing golf global sometimes we give a little bit myopic view here in the u s like the only thing that matters is u s golf and the fact is the greatest growth opportunities i think there's a hundred million golfers worldwide and million or more are outside the united states and we're able to bring the best level golf to many of those places,0
phil mickelson,1,2023-08,2023,203,1,1,1,we've been kind of the big framework agreement thing has been kind of floating out in the ether in the cloud someplace i know that you're a ways back a year and a half or so back one of your proposals or suggestions to the tour was to bring some team element into it i'm curious with however this framework agreement is going to unfold which obviously you guys don't know and we don't know monahan doesn't know whatever do you see eventually there being a team element and when you guys all what will be potentially your teams being part of a tour that includes liv and the pga tour is that something that you think should happen,i think there's two areas of professional golf that as you know i worked hard on and it wasn't going to happen until liv which was a team aspect and elevated events because the fans need to see the best players play against each other more often and until elevated events came the top players weren't playing in the same events they were broken up the team aspect brings a whole different way to identify to a younger crowd and i think the team aspect is a big reason why the demographic for liv golf is about half that of the pga tour and i think that's going to be crucial to the long term support of the game of golf as you know i worked very hard on both of those prior and it was made very clear that that was not going to come about unless because it was believed to be that liv wasn't going to happen now that it has happened those changes have been made but liv is leading the way in that area because we have the ability to guarantee who's going to be there and move this throughout the world as well as the team aspect,0
phil mickelson,1,2023-08,2023,50,1,1,1,what's your reaction been when you've seen how it's unfolded because really it's unfolded the way it was proposed to some degree in the first place to jay and whatnot and as you've seen the tour react to the success of liv what's been your reaction to that since you were in the belly of the beast from the start here,yeah so prior to this jay and i had four three or four hour meetings and all the notes i look back on i'd say or percent of them are happening and i think that's really cool and i'm happy for the pga tour i wish them all the best,0
phil mickelson,1,2023-06,2023,147,1,0,1,MODERATOR,i played here a long time ago but i have really fond memories here with seve i had a really special relationship with seve i looked up to him as a kid and i had a chance to play a pga tour event with him in san diego and he was so kind so me and i really appreciated the time i spent with him and there were a lot of great memories from his captaincy in ' even though we lost by a point made a good sunday rally the memories i had were of seve leading his team and driving around the course and getting involved in what his players should do and try this shot and how creative he was i had a lot of great memories but a lot of them are from valderrama and i can't come here without thinking about him,0
phil mickelson,1,2023-06,2023,80,0,1,1,MODERATOR,it's aspirational it's not for everybody but it's a cool thing about her team and it's the creativity of my wife amy and what she brings we envision a lot of little kids running around the golf course in capes and that's kind of what we're hoping for and have them dreaming about being a hyflyer one day i know we're only one year into liv but where it's going to be in years it's going to be pretty exciting,0
brooks koepka,1,2023-06,2023,150,1,0,1,MODERATOR,yeah it pretty much jump started my career when i was over here on the challenge tour my first win was at the end of in spain and i think that kind of propelled me the next six months on the challenge tour which got me european tour and then was able to make the leap over to the pga tour it basically jump started my entire career you always look back at your first professional win and to me that meant a lot i think it definitely plays a role in everything i've done and like i've said it a million times it was the most fun i've ever had playing golf was traveling the world those early years and learning a lot learning about myself learning different countries learning different things it was so much fun i think it played a huge part in who i am today,0
phil mickelson,1,2023-06,2023,205,0,1,1,MODERATOR,it's been a pretty full schedule to me relative to what i was expecting it to be at playing events this year with the four majors and the liv events and playing in saudi arabia earlier this year so it's been a lot of golf but it's been fun because there's been enough breaks in between to where i get excited to get back out here we were talking with our teammates about how much we were looking forward to getting out here and playing and playing practice rounds together and competing again so there's enough of a time off in between where we get excited to get out here this is really a fun month for us to be over here in europe we've got two incredible liv events here this week at valderrama and next week in london before a little break to prepare for the british open i'm expecting a lot of players that aren't in the british to qualify and then there's a lot of players here that will be competing this will be an exciting month for the liv players as we really make a push to the second half of our season and it's been a lot of fun,0
brooks koepka,1,2023-06,2023,75,1,1,1,brooks you're currently in third place on the individual standings but it's really anybody's game it's a really tight race right now given your career accomplishments where would a season individual trophy kind of rank amongst all of your career accomplishments,i agree with both of them i think it's been fantastic i think you can see the way the schedule has played out how everyone has played in majors phil second i got second at the masters good showing by a bunch of liv guys at the pga and then the u s open as well i think the schedule has been fantastic it's definitely helped us in the preparation for the majors as well,0
dustin johnson,1,2023-06,2023,53,0,1,1,brooks you won twice in spain in your early years what do you remember of those years and how important were they for your wins recently,same for me all the guys i talk to that have played here said nothing but great things so i was excited to get here and once i saw the golf course it lived up to everything that people said about it yeah it's a fantastic golf course really excited for the week,0
phil mickelson,1,2023-06,2023,161,0,1,1,we've got this week and next before the next major i was curious how you've enjoyed balancing the liv schedule with the major schedule especially with the few countries we've played in,i think it's really a credit to robert trent jones sr who designed it and the way he made precision be such an important part of the test of golf rather than the ability to just overpower it so this is a great example when we talk about the golf ball going too far and so forth of how to create precision and ball striking and course management as the challenge rather than just brute strength the simplicity of the golf course the greens they're not over contoured they have just the right amount of movement they're small they're difficult the way each holes are shaped with the trees and the fairways moving you really have to be creative on club selection as well as shot making it's just a great overall test and it's not just about who hits the ball the longest it's about who can have the most complete golf game and it's really a great golf course,0
brooks koepka,1,2023-06,2023,80,0,1,1,brooks dj has there been much of a difference than previous years from a scheduling standpoint,i've been pretty happy with my decision to be here at liv i've enjoyed it i'm not going to speak for everybody else but i would say everybody is pretty excited and everybody is pretty happy with where they're at right now it's tough to look into the future and say i don't have any control over what other guys do but i know i'm happy where i'm at right now and just take it one day at a time,0
dustin johnson,1,2023-06,2023,57,0,1,1,dj did you as captain order the code red on pat perez's hair,yeah i'm excited for the future i think with this agreement the only thing that's going to happen is liv is going to get even better than what it is now which it's already great i'm happy exactly where i am and i'm definitely not looking to play more golf than i'm playing now that's for sure,0
phil mickelson,1,2023-06,2023,89,0,1,1,how excited have you been that you are playing here in spain at valderrama,somewhat i think that right now we have basically an agreement to have an agreement so there's really and everything over the last couple of years that we've been told by greg and everybody on liv has come to fruition so we have a lot of confidence in what they have been saying to us because everything has been happening we don't really feel the need to publicly posture our position there's really no need for us to talk about things publicly but to just let it play out,0
phil mickelson,1,2023-06,2023,33,1,1,1,with the framework agreement that was announced at the beginning of the month it seems like most people presume that you guys want to return to the pga tour yet just hearing you talk about how you prepared for the majors and the way the season flows it's actually a much better way for you guys just actually wondering if you do want to return to the pga tour in some form of fashion,i think actions are a little bit stronger than words i think if you just look at what liv is doing and what we're doing i think that is more of a statement,0
phil mickelson,1,2023-06,2023,63,0,1,1,oddly most people think that liv is going to go away they thought this agreement basically said that but you're talking about capes you're talking about the future it seems like all of you believe that this is going to be around for a while,rather than saying yes or no i know that from a player experience all of the difficulties and challenges and things that take a lot of excessive energy and output throughout the week have been fixed at liv so the player experience here is incredible i just can't envision a better scenario for me as a player than playing out here on liv,0
phil mickelson,1,2023-06,2023,129,1,1,1,phil about your links to spain you've been a long time without coming here but you have a good relationship with seve sergio and jon have you ever talked to them about the miracle of spanish golf very little players having major winners have you talked to them about that,i would say i felt appreciation that we got to this point where we're working together because it makes me confident with where the game of golf is headed in the future we felt like it was going to be about two years roughly before we got to that point it took a year and a half or six months quicker than i thought it would be going forward we're all very optimistic about where the game of golf professional golf specifically is headed also a lot of the changes that have been made because of liv were all very appreciative both on the liv tour as well as the pga tour and we're happy for the guys out there that they're having some positive changes there as well,0
brooks koepka,1,2023-06,2023,69,1,1,1,phil specifically do you have any interest in playing on the pga tour in the future,it's tough to speak for the european side i think that's we don't really have any involvement in that considering that we're all from the united states so it's very tough i think to be honest with you it's kind of unfortunate what happened i don't know we'll see hopefully there's a couple guys from liv that are playing the ryder cup here in three months so we'll see,0
phil mickelson,1,2023-04,2023,209,0,1,1,MODERATOR,yeah it's going to all iron itself out because if you're one of the majors if you're the masters you're not looking at we should keep these guys out you're saying to yourself we want to have the best field we want to have the best players and these guys added a lot to the tournament this year at the masters how do we get them included we have to come up with a qualifying mechanism that is inclusive and if the world golf ranking isn't going to be inclusive then they have to find another way maybe they take the top or top or winners of liv but they're going to have to find a way to get the best liv players in their field if they want to have the best field in golf and be really what major championship is about so they're already looking at that if the world golf rankings doesn't find a way to be inclusive then the majors will just find another way to include liv because it's no longer a credible way so it will all iron itself out for the simple reason that it's in the best interest of everybody especially the tournaments the majors to have the best players,0
phil mickelson,1,2023-04,2023,241,0,1,1,james going back to working with phil and the guys what are some of the specific things that you have learned in your time working with these three guys,when the premier peter malinauskas took a leap and said we want the best players in the world and let's face it liv has some of the most characters some of the best players as well as some of the best characters in the game whether you love them or hate them they're interesting and people want to watch and he took a risk and said we want them to come here to adelaide and be a part of it and you saw what happened and then the cities in australia that initially kind of weren't interested now they are interested and want to bring it and i think we're seeing that not only in australia but other countries in the world where yeah we want to have the best players here we know who's going to be here that's a big asset that liv has being able to show and guarantee who's going to be there now a lot of other countries are wanting us to go there so it was a big step in adelaide in showcasing what it can be what liv golf can be and how much fun it can be and how much fun the people have with a different energy and vibe to professional golf and it's just going to take off from here there's no stopping liv golf now it's on a vertical trajectory and it's pretty exciting to be a part of it,0
phil mickelson,1,2023-04,2023,191,0,1,1,adelaide was so good for liv and for golf how can we replicate adelaide in all the tournaments going forward i know it will be difficult in a place like the u s given all the opposition but how can we replicate this model going forward,it is percent making me better and percent helping me get back to a level of play that i believe i can play at and i think i'm going to give myself quite a few chances now in some upcoming majors because my game is coming around my driving is getting significantly better my putting is getting significantly better and the areas of my game are getting much sharper although i haven't had the results for a long period of time it is on an upward trend and i'm looking to add to it this week with a stretch of a lot of golf coming up in the next three four months and a lot of great major championship opportunities with my game coming around i expect to participate and compete and contend in these events again i have a unique opportunity to do things in a game at a later point in life that many aren't because of the simple reason that i've kept myself in good shape i have been fairly injury free and i'm able to work and practice the necessary amount to play at a high level,0
phil mickelson,1,2023-04,2023,140,0,1,1,phil the first thing you said when you walked in here was about your admiration for lee kuan yew so obviously your country is thousands of miles away from america so how do you come to know of him and what made you interested in the things he's done,camo is a pretty easy one and then we've got riot or young master riot i like to call him and it's very fitting because he brings this energy this excitement when you first turn pro and you first come out everything is just amazing you just can't believe it and it keeps us young and it keeps us appreciative of the many great things of playing professional golf i look at the off season that camo had and it's remarkable the levels that he progressed with his game with his body physically and with the elements of his game in the last six months and then i look at the way steeley has just come right on to liv and has contended competed was in that playoff with danny lee and all of that is very motivating for me,0
phil mickelson,1,2023-04,2023,96,0,1,1,to all four brendan cam james and phil obviously it's only the second season of liv where do you see liv in years and what sort of legacy do you want to leave on this tour,i knew it was going to be a part of it you can't have change without disruption and i think in the end it will all work itself out and it's going to all be a really good thing in the long term but i'm very appreciative of what liv has provided for professional golf i've been a part of it for a number of years and i'm very acutely aware of a lot of things that go on behind the scenes and i'm appreciative of how liv has really helped change a lot of it,0
phil mickelson,1,2023-04,2023,77,0,1,1,just a fun follow up you're officially known as lefty and i've heard you called brendan man of what are these two guys' nicknames,i wouldn't say make a statement no it was an opportunity to play a major championship which we were all grateful for to be a part of it it was an opportunity to progress in my game and i took advantage of that opportunity and i'm looking to continue that like i did last week and this week and heading into this upcoming season here with three big major championships and the rest of the liv schedule,0
phil mickelson,1,2023-04,2023,103,0,1,1,just wanted to ask with all the criticism that liv has endured what did it mean to receive the kind of reception in adelaide and do you believe that maybe the mood towards liv is shifting now,yeah as people experience liv they are enjoying the different way of presenting golf in a much more fun vibrant energy now that people see what it can be they're wanting to be a part of it and it's just growing from there it was a big step to showcase what the potential is for liv throughout the world and we've had a lot of interest now from other countries other golf courses other cities that want to be a part of it because of that and now that they see the potential i think it's just going to take off even more,0
phil mickelson,1,2023-04,2023,127,1,0,1,MODERATOR,my game so i'm going to try to keep building on it and get better but the parts of my game have been really coming together for a while so i'm glad that i'm shooting some scores now again i'm looking forward to a pretty busy schedule my game is kind of coming around at the right time i've got this tournament i'm going to try to finish off and play a really good round tomorrow and then we're going to go to singapore and play and then come back to the states and have three weeks in a row with the pga championship right in the middle it's coming around at the right time and i'm going to keep working and trying to build on it,0
phil mickelson,1,2023-04,2023,85,0,1,1,tell us a little bit about your experience with the amazing aussie fans and the huge crowds we've been having here this really shows the blueprint for what liv can be tell us about this,yeah this is really an example of what is possible and a new opportunity to present golf in a different way and have a different energy and a different feel i'm not saying it should happen every week but what liv golf has provided is really a great alternative for the traditional ways of golf and the people here in australia have embraced it you see a whole different energy a whole different excitement and fun and i'm happy to be a part of it,0
phil mickelson,1,2023-04,2023,95,0,1,1,in an individual event the tournament would probably not have much drama tomorrow but because we have the team aspect there's still a lot of things that can move about can you talk about the importance of having that team competition going into a tournament like this where there is some drama tomorrow,it does make it a lot more fun and exciting and interesting this is a rarity to have after two rounds such a big lead by talor gooch that's some exceptional play to have a shot lead after two rounds that's almost unheard of it doesn't happen often i don't know if it's ever happened here on liv golf but the team aspect brings everybody together and when you're counting three scores you could have massive changes their team shot under par you can have huge changes a lot of teams are still in it,0
phil mickelson,1,2023-04,2023,104,0,1,1,i asked a similar question of cam smith but has this event exceeded your expectations here in australia,probably i knew that there were going to be a lot of people i didn't really understand fully how many people were going to be out here again what i am appreciative of is how kind everybody has been and how the comments have been fun or funny and positive so it's been fun to play in this environment the support that cam smith has had is pretty cool to see too i understand why he's so loved here in australia and we're certainly excited to have him on liv golf and be able to play in front of his hometown here in australia,0
phil mickelson,1,2023-04,2023,181,0,1,1,it's been two weeks almost since the masters that incredible performance on the last day at augusta can you talk about the reaction you've had since then leading into an event like this and playing so well the last couple of days too,it's been a nice momentum change for me because i really hadn't played the way i had wanted to last year and then i was playing really well starting this year and didn't have any results here on liv i felt like i had a good chance to play and compete at augusta but i had no real momentum or no real results prior to that then the final round things kind of clicked i hit a lot of good shots the first three days but it wasn't really quite coming together and it came together the final day it carried over at home i played great at home and played really well today too i didn't play as well as i wanted to yesterday but again it's a process winning is a process i'm starting to build back some momentum and it's at the right time because we have a lot of tournaments coming up and i feel like i'm just getting better each day and i'm looking forward to playing the way i know and believe i can play,0
phil mickelson,1,2023-04,2023,231,0,1,1,with some of the blows over the last two years to your reputation and image do you feel like this performance over these four days and the fans seeming to kind of warm to you a bit again do you feel like this is a step forward to kind of restoring some of the damage or whatever the right word is of the last two years and did you feel like you're,look i wouldn't look at it like that i'm very appreciative that we're here that we are able to play in the majors and i thought it was exciting that this tournament rose above it all to have the best players in the world here and lost all the pettiness that was great i'm happy where i'm at i wanted something different for a lot of reasons and i'm getting a lot out of it because having a team environment when i was in high school and college golf it elevated my game having players to play with compete with it brought a great energy and excitement and that's what this is doing for me at liv i'm not saying it's for everybody but it's been awesome for me and i love it i'm excited to go play in australia but i don't want to this shouldn't be this tournament isn't about what tour you play from there's players from all over all over the world on many different tours and you're bringing the best players to play against each other in the majors and that's what it's all about that's what the game of golf should be there's always going to be and should always be a place for historical events like this but it's okay to have a little bit of different and variety in the game of golf,0
phil mickelson,1,2023-04,2023,128,0,1,1,one follow up do you feel like kind of carrying the mantle for liv brooks was up there and you got in contention was there a little bit of competition with the other the guys from the other tour,yeah we're excited to go down there there's a lot of anticipation and we're looking forward to that at the end of this week i'm going to meet with some of my teammates and we're going to practice together before we head on a plane and get down there i'm looking forward to that i feel like this is way great week to give me a boost give me some confidence and give me some momentum to start playing and competing at a high level with my teammates i'm really looking forward to that too having a mixture of this style of golf old traditional historical majors and then have something a little bit different a different energy vibe it's been great for me i love the variety,0
phil mickelson,1,2023-04,2023,17,1,0,1,are you going to play the pga championship,did you go to stanford by any chance you have that sweatshirt somebody gave you that sweatshirt,0
phil mickelson,1,2023-04,2023,2,1,1,1,i'm not a pro media guy it's on behalf of fans from china we're just curious about a couple months ago there is a joke about from you about a match possible match between the pga tour and the liv guys like you right you said we're going to finish them right away is that a joke,thank you,0
phil mickelson,1,2023-04,2023,113,0,1,1,you were playing with brooks and have been around him over at liv what do you make of what he's done the last two days have you noticed anything out on the liv tour that you've seen from him,yeah he's been playing well he won last week he's had some momentum greens were difficult last week they were fast every bit as fast as this if not faster he had good touch on the greens you knew he was going to have a good week i'll bet the softness of the greens made him feel like he could be even more aggressive because they were softer and a little bit i don't want to say slower that's not a good word to use with these greens here but they were less fast they were not as fast as they played last week i'm sure he felt like he could be aggressive,0
phil mickelson,1,2023-04,2023,100,0,1,1,obviously your numbers have not been great of late over at liv is there anything about this that's rejuvenated you you've always talked about what it's like driving down magnolia you talked about the spiritual but in your game do you think this has ignited you a little bit how would you describe the last couple days,i'm going to go on a tear pretty soon you wouldn't think it you look at the scores but i've been playing exactly how i played yesterday hitting the ball great turning s s into s i'm ready to go on a tear i don't know why i'm playing well actually i do i've been putting in the work one of my teammates brendan steele has been helping me with the driver all he had to do was say the same thing that andrew has been saying but i listened to brendan a little bit more than i do andrew,0
phil mickelson,1,2023-04,2023,76,0,1,1,cam said yesterday that this was an important week for liv golf as a group do you agree with that,i thought he did a great job in his press conference i really enjoy being around him i don't know if that's the case or not i thought he said some really great things though he's probably right it would be nice to validate the amount of talent that is over there on liv and i think a lot of guys are playing really well heading in so i think it will be fun to watch,0
phil mickelson,1,2023-04,2023,61,1,1,1,obviously a big mix of successful liv guys and pga tour guys at the champions dinner tonight is there any message that you want to get across when you're talking to guys from different groups,no i think we all are we've had friendships relationships for a long time i don't see it being an issue i really don't i think that i think it's going to be a fun night to celebrate scottie's win and welcome him to a club that is truly unique and special and very an honor to be a part of,0
phil mickelson,1,2023-03,2023,58,0,1,1,how does it feel to be back in arizona you have a lot of history in this state winning your first amateur event here in tucson in and having gone to asu,yeah i really do enjoy the state of arizona but also tucson has been a great place for me it's where i won my first professional event in as an amateur and i have fond memories of coming back here to participate and bring live golf to tucson is exciting for me and everybody else involved with liv,0
phil mickelson,1,2023-03,2023,180,0,1,1,so the hyflyers has a new look and feel this year you have new team members talk about the rebranding of your team and what it's like to have brendan and james now,i could not be happier with our team and it's the chemistry and the way we have worked together and i think that there's an aspect of team golf that we are starting to see a little bit here that helps each other elevate and get the best out of each other the best example i can use is that in the last two weeks since méxico james and cameron who live in florida have been playing together and working and playing little short game competitions and steeley and i have been working back in san diego and he's been helping me a little bit with the driver and i've been helping him a little bit with short irons we are starting to get help each other get the best out of each other that's an aspect that we haven't really seen in professional golf because it's such an individual sport that either you don't feel comfortable asking or you don't want it share with the team dynamic i think we are going to help each other elevate our games,0
phil mickelson,1,2023-03,2023,139,1,1,1,the new structure on the pga tour what was your reaction listening to that how much is that because of liv golf's influence,you asked that as a question it should be more of a statement about the fingerprints and so forth i think that it's really a good thing i'm happy to see it i'm happy to see it for the tour i think there will always be a need and a want for traditional golf and there's always an opportunity to innovate and to allow liv to be additive and create something new and different for the going i also think the changes bring the best players about more often i think that's what fans want and what the sponsors want they want to know what they are buying and those are all things that liv have provided for their sponsors and television and so forth i think it's a good model to follow and i'm glad that they are,0
phil mickelson,1,2023-03,2023,115,0,1,1,there have been people who have said that if this happened a year ago you might not have liv golf,then i'm thankful it didn't happen a year ago i'm really happy with the way liv has brought about new change to the game because this team aspect is something that we really never saw as a possibility in golf until liv came along it brought about a new energy for me and a new dynamic and my teammates and myself are helping each other be our best that's been a lot of fun playing practice rounds with them and going to dinner hanging out it's brought a lot more joy to the professional golf experience and i'm really appreciative that it's come about so i'm glad that those changes didn't happen a year ago,0
phil mickelson,1,2023-03,2023,118,1,1,1,most players on the pga tour talk about majors and you used to talk about that all the time as well so how getting prepared for majors is liv going to be an impediment because you're focusing on your team so much that you won't be able to prepare for majors the same way,to bring the most value to your team you have to play your best and so you still have to put in the work and shoot low scores that's how you bring the value to your team as a player and so that's not going to change that will be the same whether it's in team golf or individual golf but the support system to help be your best is certainly a nice benefit we're all grateful that we're able to participate in the masters and all the majors because there was a lot of talk that that might not happen but here we are able to do that and we are all grateful for that as well,0
